Timestamp_ISO8601,Sum of abundance_cell.uL,Sum of Qc_pg.cell,Sum of Cbiomass_ug.L,Cbiomass_umol.L
2015-07-25T08:11:00-00:00,1.121723112,9.051310491,10.15306417,0.845334924
2015-07-25T08:14:00-00:00,0.928452923,11.39427998,10.57905256,0.880802331
2015-07-25T08:17:00-00:00,1.082895185,10.82591836,11.72333486,0.976074239
2015-07-25T08:20:00-00:00,1.095895897,9.481812757,10.3910797,0.865151881
2015-07-25T08:23:00-00:00,0.94558629,11.93245662,11.28316738,0.939426293
2015-07-25T08:26:00-00:00,0.937825086,11.19636901,10.50023573,0.874240113
2015-07-25T08:29:00-00:00,1.01269533,9.866895731,9.992159233,0.831938125
2015-07-25T08:32:00-00:00,0.979150082,11.75993762,11.51474388,0.958707143
2015-07-25T08:35:00-00:00,0.987229939,10.62152103,10.48588357,0.873045166
2015-07-25T08:38:00-00:00,0.981903096,10.0882268,9.905661134,0.824736371
2015-07-25T08:41:00-00:00,1.021663429,10.80199808,11.03600639,0.918847893
2015-07-25T08:44:00-00:00,1.111916897,12.68878992,14.10887991,1.174692558
2015-07-25T08:47:00-00:00,1.000952821,10.9171534,10.92755549,0.909818369
2015-07-25T08:50:00-00:00,1.054581668,12.57515178,13.26152454,1.104142518
2015-07-25T08:53:00-00:00,0.81910543,13.24818764,10.85166243,0.903499582
2015-07-25T08:56:00-00:00,0.833537641,12.64166359,10.53730245,0.877326255
2015-07-25T08:59:00-00:00,0.990749224,12.51307842,12.39732273,1.032189858
2015-07-25T09:02:00-00:00,0.849140139,11.5568261,9.813364915,0.817051872
2015-07-25T09:05:00-00:00,0.985953764,10.82451744,10.67247372,0.888580492
2015-07-25T09:08:00-00:00,1.073702006,11.9895888,12.87324554,1.07181476
2015-07-25T09:11:00-00:00,1.008994766,12.60682668,12.72022215,1.059074171
2015-07-25T09:14:00-00:00,0.911530213,10.80505939,9.84913809,0.820030314
2015-07-25T09:17:00-00:00,0.828945575,12.42643785,10.30084066,0.857638661
2015-07-25T09:20:00-00:00,0.720144105,12.79042019,9.210945707,0.766894994
2015-07-25T09:23:00-00:00,0.78950326,13.19579049,10.4181196,0.867403199
2015-07-25T09:26:00-00:00,0.87377909,12.28262954,10.73230486,0.893561979
2015-07-25T09:29:00-00:00,0.82607447,12.67189455,10.46792857,0.871550249
2015-07-25T09:32:00-00:00,0.773216024,11.75111032,9.086146799,0.75650435
2015-07-25T09:35:00-00:00,0.768197498,13.51457877,10.3818656,0.864384724
2015-07-25T09:38:00-00:00,0.908204647,11.89053908,10.79904285,0.899118523
2015-07-25T09:41:00-00:00,1.041609962,11.72014895,12.2078239,1.016412357
2015-07-25T09:44:00-00:00,0.856304035,12.33157474,10.55957721,0.879180831
2015-07-25T09:47:00-00:00,0.800505864,11.26441341,9.017228982,0.750766315
2015-07-25T09:50:00-00:00,0.85445681,10.77505911,9.206822629,0.76655171
2015-07-25T09:53:00-00:00,0.857273185,12.02687384,10.31031644,0.858427605
2015-07-25T09:56:00-00:00,0.866718546,10.96687023,9.50518982,0.791393492
2015-07-25T09:59:00-00:00,1.005013419,9.584219528,9.632269239,0.80197401
2015-07-25T10:02:00-00:00,0.799989522,11.9419235,9.553413673,0.795408567
2015-07-25T10:05:00-00:00,0.91866236,10.26190081,9.427222017,0.784901964
2015-07-25T10:08:00-00:00,0.952709369,10.01464693,9.541047958,0.794379009
2015-07-25T10:11:00-00:00,0.979356285,10.7822524,10.55966665,0.879188278
2015-07-25T10:14:00-00:00,1.005275032,9.443388356,9.49320253,0.790395442
2015-07-25T10:17:00-00:00,0.991322691,10.53011239,10.43873935,0.869119981
2015-07-25T10:20:00-00:00,0.961294808,9.954035671,9.568762807,0.796686522
2015-07-25T10:23:00-00:00,0.964129101,11.21726402,10.81489068,0.900437999
2015-07-25T10:26:00-00:00,1.046923929,10.41461265,10.9033072,0.907799479
2015-07-25T10:29:00-00:00,0.967380976,10.63058235,10.28382313,0.856221796
2015-07-25T10:32:00-00:00,0.932436657,10.48789475,9.779297515,0.814215451
2015-07-25T10:35:00-00:00,0.851322526,9.842807736,8.379403949,0.697661581
2015-07-25T10:38:00-00:00,0.931216128,9.81305348,9.138073668,0.760827734
2015-07-25T10:41:00-00:00,0.946299702,10.51422389,9.949606933,0.828395259
2015-07-25T10:44:00-00:00,0.887815942,9.944956445,8.829290876,0.735118759
2015-07-25T10:47:00-00:00,0.792656307,10.12891933,8.028751786,0.668466599
2015-07-25T10:50:00-00:00,0.892392173,9.580371789,8.549448799,0.711819361
2015-07-25T10:53:00-00:00,0.83731058,10.96766749,9.183344025,0.764596903
2015-07-25T10:56:00-00:00,0.738740242,8.863573894,6.547878721,0.54517045
2015-07-25T10:59:00-00:00,0.778642939,8.684323083,6.761986845,0.562996898
2015-07-25T11:02:00-00:00,0.815655967,12.32609716,10.0538547,0.837074833
2015-07-25T11:05:00-00:00,0.777400717,9.580957421,7.448243173,0.620133978
2015-07-25T11:08:00-00:00,0.772427193,9.569568473,7.391794918,0.615434148
2015-07-25T11:11:00-00:00,0.682593536,10.23873522,6.988894481,0.581889022
2015-07-25T11:14:00-00:00,0.837623926,10.56707564,8.851235383,0.736945839
2015-07-25T11:17:00-00:00,0.822570709,11.46315562,9.429256038,0.785071315
2015-07-25T11:20:00-00:00,0.878082786,11.25172553,9.879946502,0.822595394
2015-07-25T11:23:00-00:00,0.727094382,11.96396409,8.69893108,0.72426512
2015-07-25T11:26:00-00:00,0.850890668,10.24358885,8.716174158,0.725700763
2015-07-25T11:29:00-00:00,0.742692431,12.50957432,9.290766165,0.773540773
2015-07-25T11:32:00-00:00,0.956967637,11.43947925,10.94721142,0.911454904
2015-07-25T11:35:00-00:00,0.916807748,11.55434973,10.59311736,0.881973354
2015-07-25T11:38:00-00:00,0.884034914,11.51718956,10.18159769,0.847710599
2015-07-25T11:41:00-00:00,0.807492032,11.16999818,9.019684528,0.750970762
2015-07-25T11:44:00-00:00,0.783253218,11.25327582,8.8141645,0.73385935
2015-07-25T11:47:00-00:00,0.757269208,10.88778679,8.244985684,0.686470038
2015-07-25T11:50:00-00:00,0.834144095,10.28670247,8.580592122,0.714412326
2015-07-25T11:53:00-00:00,0.90047231,10.69578909,9.631261913,0.801890141
2015-07-25T11:56:00-00:00,0.795156847,10.09074687,8.02372647,0.668048196
2015-07-25T11:59:00-00:00,0.829763779,10.19376103,8.458413672,0.704239859
2015-07-25T12:02:00-00:00,0.853963551,12.79048381,10.92260697,0.90940636
2015-07-25T12:05:00-00:00,0.880629563,11.2100828,9.871930318,0.821927974
2015-07-25T12:08:00-00:00,0.940246935,10.84452134,10.19652795,0.848953679
2015-07-25T12:11:00-00:00,0.905358799,10.46612672,9.475599918,0.788929864
2015-07-25T12:14:00-00:00,0.910670907,11.35238208,10.33828408,0.860756166
2015-07-25T12:20:00-00:00,0.858932961,11.57103366,9.938742203,0.827490671
2015-07-25T12:23:00-00:00,0.756472486,12.35678809,9.347570211,0.778270227
2015-07-25T12:26:00-00:00,0.834285234,12.28408382,10.24842974,0.853274975
2015-07-25T12:29:00-00:00,0.853353549,10.25325321,8.749650019,0.728487933
2015-07-25T12:32:00-00:00,0.708941383,10.71205485,7.594218973,0.632287791
2015-07-25T12:35:00-00:00,0.77292856,10.47020937,8.09272385,0.673792856
2015-07-25T12:38:00-00:00,0.715319113,12.61311266,9.022400557,0.751196896
2015-07-25T12:41:00-00:00,0.73191357,11.36952615,8.321510477,0.692841423
2015-07-25T12:44:00-00:00,0.833026373,11.88193083,9.897961744,0.824095327
2015-07-25T12:47:00-00:00,0.723199562,10.83476178,7.835694968,0.652392864
2015-07-25T12:50:00-00:00,0.68148475,11.51903869,7.850049198,0.653587984
2015-07-25T12:53:00-00:00,0.709652114,10.47631816,7.434541332,0.618993175
2015-07-25T12:56:00-00:00,0.750308045,11.01201309,8.262402017,0.687920106
2015-07-25T12:59:00-00:00,0.600989985,11.65272007,7.003168064,0.583077428
2015-07-25T13:02:00-00:00,0.807572977,10.57217934,8.537806342,0.710850021
2015-07-25T13:05:00-00:00,0.666167316,11.89375546,7.923231151,0.659681047
2015-07-25T13:08:00-00:00,0.64456301,11.69230146,7.536425018,0.627475919
2015-07-25T13:11:00-00:00,0.613490966,11.89720952,7.298830563,0.60769402
2015-07-25T13:14:00-00:00,0.763764202,10.69044926,8.16498245,0.679809041
2015-07-25T13:17:00-00:00,0.622391135,13.141966,8.179443136,0.681013025
2015-07-25T13:20:00-00:00,0.684951021,11.02071059,7.548646969,0.628493507
2015-07-25T13:23:00-00:00,0.687203206,9.69496409,6.662410405,0.554706254
2015-07-25T13:26:00-00:00,0.644579511,12.03249168,7.755897608,0.645749008
2015-07-25T13:29:00-00:00,0.606312102,8.467273227,5.133810231,0.427436388
2015-07-25T13:32:00-00:00,0.704485751,10.60847066,7.473516414,0.622238205
2015-07-25T13:35:00-00:00,0.71566155,9.503678736,6.801417452,0.566279855
2015-07-25T13:38:00-00:00,0.589947733,10.40731,6.139768944,0.511191599
2015-07-25T13:41:00-00:00,0.557543849,10.66497577,5.946191634,0.495074528
2015-07-25T13:44:00-00:00,0.690514359,12.8616281,8.88113889,0.739435577
2015-07-25T13:47:00-00:00,0.655186185,11.95603088,7.833426261,0.652203973
2015-07-25T13:50:00-00:00,0.629162817,11.44153213,7.19858658,0.599347797
2015-07-25T13:53:00-00:00,0.684574203,9.926280113,6.795275299,0.565768465
2015-07-25T13:56:00-00:00,0.613071581,12.01773842,7.367733887,0.613430848
2015-07-25T13:59:00-00:00,0.650301844,11.35475653,7.384019113,0.614786741
2015-07-25T14:02:00-00:00,0.581758372,12.02321508,6.994606035,0.582364561
2015-07-25T14:05:00-00:00,0.64672553,10.53532327,6.813462529,0.567282717
2015-07-25T14:08:00-00:00,0.645896138,10.75497545,6.946597108,0.578367381
2015-07-25T14:11:00-00:00,0.814825311,10.77339939,8.778438501,0.730884836
2015-07-25T14:14:00-00:00,0.69437666,10.02943467,6.964205353,0.579833428
2015-07-25T14:17:00-00:00,0.696045712,10.53808199,7.334986775,0.610704353
2015-07-25T14:20:00-00:00,0.691477597,11.36240242,7.856846717,0.654153939
2015-07-25T14:23:00-00:00,0.590433888,11.08186074,6.54310613,0.544773088
2015-07-25T14:26:00-00:00,0.749356,11.39471638,8.538699088,0.71092435
2015-07-25T14:29:00-00:00,0.740070561,9.859070227,7.296407632,0.607492289
2015-07-25T14:32:00-00:00,0.843012482,9.858620493,8.310940127,0.691961345
2015-07-25T14:35:00-00:00,0.861980225,11.23863013,9.687476929,0.806570552
2015-07-25T14:38:00-00:00,0.668895403,10.57840652,7.075847487,0.589128651
2015-07-25T14:41:00-00:00,0.745029397,10.61735602,7.910242353,0.658599611
2015-07-25T14:44:00-00:00,0.722458904,13.11606187,9.475815684,0.788947829
2015-07-25T14:47:00-00:00,0.617915129,11.37975582,7.031723286,0.58545491
2015-07-25T14:50:00-00:00,0.676332452,11.27526427,7.625827125,0.634919457
2015-07-25T14:53:00-00:00,0.743119531,9.628827768,7.155369974,0.595749621
2015-07-25T14:56:00-00:00,0.738980025,10.86041273,8.025628074,0.668206522
2015-07-25T14:59:00-00:00,0.770255339,9.538320296,7.346942132,0.611699745
2015-07-25T15:02:00-00:00,0.728737618,10.55754796,7.693682349,0.640569022
2015-07-25T15:05:00-00:00,0.805454603,10.40436344,8.380242425,0.697731392
2015-07-25T15:08:00-00:00,0.787147836,9.779895567,7.698223633,0.640947125
2015-07-25T15:11:00-00:00,0.75462439,9.767645217,7.370903315,0.613694732
2015-07-25T15:14:00-00:00,0.792425854,9.128654361,7.233781724,0.602278112
2015-07-25T15:17:00-00:00,0.847429003,10.30332818,8.731339128,0.726963385
2015-07-25T15:20:00-00:00,0.769565266,10.64237668,8.190003434,0.681892266
2015-07-25T15:23:00-00:00,0.679082754,10.99857948,7.468945646,0.621857647
2015-07-25T15:26:00-00:00,0.822260577,10.92801538,8.985676236,0.748139262
2015-07-25T15:29:00-00:00,0.78752627,11.24347887,8.854534983,0.73722056
2015-07-25T15:32:00-00:00,0.758228072,10.33405198,7.835568307,0.652382318
2015-07-25T15:35:00-00:00,0.748410933,10.83371515,8.10807087,0.675070635
2015-07-25T15:38:00-00:00,0.803010407,10.15204058,8.152194232,0.678744306
2015-07-25T15:41:00-00:00,0.725084076,11.32037487,8.208223555,0.683409256
2015-07-25T15:44:00-00:00,0.709615538,11.83754732,8.400107511,0.699385341
2015-07-25T15:48:00-00:00,0.751179981,10.54091442,7.91812389,0.659255821
2015-07-25T15:51:00-00:00,0.782142684,10.08038875,7.884302314,0.656439867
2015-07-25T15:54:00-00:00,0.762986917,10.72624967,8.183988174,0.68139144
2015-07-25T15:57:00-00:00,0.673524959,9.605872763,6.469795059,0.538669275
2015-07-25T16:00:00-00:00,0.698307655,9.967055458,6.960071125,0.579489216
2015-07-25T16:03:00-00:00,0.760323143,9.331821016,7.095199484,0.590739881
2015-07-25T16:06:00-00:00,0.717450651,11.4909453,8.244186183,0.686403472
2015-07-25T16:09:00-00:00,0.762403182,10.12798748,7.721609879,0.642894243
2015-07-25T16:12:00-00:00,0.818813327,10.48825379,8.587921985,0.715022604
2015-07-25T16:15:00-00:00,0.722015356,9.102004258,6.571786842,0.547161018
2015-07-25T16:18:00-00:00,0.730382895,9.680222175,7.070268694,0.588664166
2015-07-25T16:21:00-00:00,0.684839336,10.28323885,7.042366468,0.586341052
2015-07-25T16:32:00-00:00,0.846101934,9.709477885,8.215208021,0.683990777
2015-07-25T16:35:00-00:00,0.722022886,10.78221175,7.785003644,0.64817235
2015-07-25T16:38:00-00:00,0.784667485,10.16244036,7.974136515,0.663919381
2015-07-25T16:41:00-00:00,0.776009463,10.41959052,8.085700844,0.673208126
2015-07-25T16:44:00-00:00,0.690862367,11.17330604,7.719216655,0.642694985
2015-07-25T16:47:00-00:00,0.879140895,10.62533828,9.341169402,0.777737301
2015-07-25T16:50:00-00:00,0.785656809,10.06005763,7.903752777,0.658059295
2015-07-25T16:53:00-00:00,0.833450203,10.81656217,9.015065941,0.750586222
2015-07-25T16:56:00-00:00,0.783301114,10.2107931,7.998125614,0.665916692
2015-07-25T16:59:00-00:00,0.831976368,10.18760262,8.475844627,0.705691144
2015-07-25T17:02:00-00:00,0.826358959,9.694239361,8.010921544,0.66698207
2015-07-25T17:05:00-00:00,0.727681259,9.295593383,6.764229093,0.563183586
2015-07-25T17:08:00-00:00,0.673127238,8.935881677,6.014985355,0.500802231
2015-07-25T17:11:00-00:00,0.70187846,8.784679615,6.165777403,0.51335704
2015-07-25T17:14:00-00:00,0.74104533,9.823621721,7.279749001,0.606105306
2015-07-25T17:17:00-00:00,0.777934222,8.860317472,6.892744183,0.573883636
2015-07-25T17:20:00-00:00,0.702000438,8.637608469,6.063604925,0.504850252
2015-07-25T17:23:00-00:00,0.724800499,8.534058996,6.18549022,0.514998312
2015-07-25T17:26:00-00:00,0.76377359,10.24627835,7.825836798,0.651572081
2015-07-25T17:29:00-00:00,0.662145759,10.29423721,6.816285517,0.567517756
2015-07-25T17:32:00-00:00,0.754815706,7.805986611,5.892081296,0.49056935
2015-07-25T17:35:00-00:00,0.665203618,10.20335564,6.787309089,0.565105205
2015-07-25T17:38:00-00:00,0.698055843,8.336602952,5.819414404,0.484519171
2015-07-25T17:41:00-00:00,0.694159588,8.605590233,5.973652972,0.497360934
2015-07-25T17:44:00-00:00,0.684016705,8.916656999,6.099142343,0.507809065
2015-07-25T17:47:00-00:00,0.747462696,9.388557385,7.017596419,0.58427872
2015-07-25T17:50:00-00:00,0.720578099,8.312803827,5.990024378,0.498724003
2015-07-25T17:53:00-00:00,0.84358508,9.887481656,8.340932,0.694458441
2015-07-25T17:56:00-00:00,0.896594352,9.778449244,8.767302362,0.729957651
2015-07-25T17:59:00-00:00,0.821219138,10.17960763,8.3596886,0.696020099
2015-07-25T18:02:00-00:00,0.885427504,8.529223711,7.552009258,0.628773449
2015-07-25T18:05:00-00:00,0.808133021,9.41727221,7.610408641,0.633635728
2015-07-25T18:08:00-00:00,0.908236118,9.456337577,8.588587335,0.715078
2015-07-25T18:11:00-00:00,0.771557792,9.52135643,7.346276744,0.611644346
2015-07-25T18:14:00-00:00,0.837125895,10.60589201,8.878466843,0.739213105
2015-07-25T18:17:00-00:00,0.876359778,10.19109226,8.931063352,0.743592243
2015-07-25T18:20:00-00:00,0.686590543,8.740070083,6.000849466,0.49962529
2015-07-25T18:23:00-00:00,0.808644117,7.738455184,6.257656259,0.521006791
2015-07-25T18:26:00-00:00,0.881122364,7.842089194,6.909840169,0.575307032
2015-07-25T18:29:00-00:00,0.942845608,9.068980335,8.550648278,0.711919229
2015-07-25T18:32:00-00:00,0.862176889,9.052353811,7.804730244,0.649814769
2015-07-25T18:35:00-00:00,0.910352701,8.911886847,8.112960259,0.675477721
2015-07-25T18:38:00-00:00,0.917401984,7.996392572,7.335906413,0.610780921
2015-07-25T18:41:00-00:00,0.944658562,9.140308105,8.634470314,0.718898175
2015-07-25T18:44:00-00:00,0.84335273,10.49948256,8.854767278,0.737239901
2015-07-25T18:47:00-00:00,0.793184273,8.85003843,7.019711297,0.584454803
2015-07-25T18:50:00-00:00,0.807433634,8.976339682,7.247798573,0.603445142
2015-07-25T18:53:00-00:00,0.83686136,9.377725904,7.84785645,0.653405418
2015-07-25T18:56:00-00:00,0.916715316,10.00724562,9.173795331,0.763801888
2015-07-25T18:59:00-00:00,0.964154114,8.686503681,8.375128258,0.697305591
2015-07-25T19:02:00-00:00,0.934413828,8.941352596,8.354923506,0.695623361
2015-07-25T19:05:00-00:00,0.866108946,9.612097815,8.325123912,0.693142274
2015-07-25T19:08:00-00:00,0.968655749,8.306355152,8.045998671,0.669902559
2015-07-25T19:11:00-00:00,0.97578131,9.922667429,9.68235342,0.806143973
2015-07-25T19:14:00-00:00,1.011106712,10.02607492,10.13743165,0.844033374
2015-07-25T19:17:00-00:00,0.946019649,9.186736993,8.690833701,0.72359094
2015-07-25T19:20:00-00:00,0.88065033,9.992487932,8.79988779,0.732670684
2015-07-25T19:23:00-00:00,0.894980627,10.86188955,9.72118072,0.809376699
2015-07-25T19:26:00-00:00,0.873963961,8.938353827,7.811799115,0.650403317
2015-07-25T19:29:00-00:00,1.000750988,9.823823102,9.831200675,0.818536861
2015-07-25T19:32:00-00:00,0.85302005,10.05471976,8.57687755,0.714103054
2015-07-25T19:35:00-00:00,0.844734733,9.921389821,8.380942577,0.697789686
2015-07-25T19:38:00-00:00,0.921746202,9.682966,8.925237131,0.743107157
2015-07-25T19:41:00-00:00,0.941442097,8.894387903,8.373551198,0.697174286
2015-07-25T19:44:00-00:00,0.855446843,9.435053216,8.071186488,0.671999674
2015-07-25T19:47:00-00:00,0.858863213,11.62290329,9.982484057,0.831132578
2015-07-25T19:50:00-00:00,0.940791341,9.485606387,8.923976358,0.743002186
2015-07-25T19:53:00-00:00,0.789520121,10.45315561,8.252976685,0.687135361
2015-07-25T19:56:00-00:00,0.787223655,9.927537643,7.815192471,0.650685844
2015-07-25T19:59:00-00:00,0.804091033,10.37039637,8.338742728,0.694276164
2015-07-25T20:02:00-00:00,0.789263677,11.72687275,9.255594709,0.77061243
2015-07-25T20:06:00-00:00,0.881036072,11.11960373,9.796771992,0.81567036
2015-07-25T20:09:00-00:00,0.849561811,10.98834412,9.335277529,0.777246749
2015-07-25T20:12:00-00:00,0.712384486,11.00711205,7.841295855,0.652859188
2015-07-25T20:15:00-00:00,0.75036215,10.22289673,7.670874767,0.638670083
2015-07-25T20:18:00-00:00,0.799953498,10.86591654,8.692227947,0.723707023
2015-07-25T20:21:00-00:00,0.879291356,11.35191135,9.981637527,0.831062097
2015-07-25T20:24:00-00:00,0.766621907,10.93036647,8.379458385,0.697666113
2015-07-25T20:27:00-00:00,0.824344785,9.905422656,8.165483511,0.679850759
2015-07-25T20:30:00-00:00,0.882668683,9.826552974,8.673590571,0.722155292
2015-07-25T20:33:00-00:00,0.821887741,9.506549152,7.813316209,0.650529628
2015-07-25T20:36:00-00:00,0.759932169,14.20165007,10.79229075,0.89855635
2015-07-25T20:39:00-00:00,0.734756003,11.16829343,8.205970637,0.68322168
2015-07-25T20:42:00-00:00,0.777875457,11.27818997,8.773027177,0.730434294
2015-07-25T20:45:00-00:00,0.796455221,9.819703759,7.820954326,0.651165571
2015-07-25T20:48:00-00:00,0.909328065,10.94437396,9.952026401,0.828596701
2015-07-25T20:51:00-00:00,0.835098143,10.64335727,8.888247889,0.740027466
2015-07-25T20:54:00-00:00,0.815930366,10.65769414,8.695936285,0.724015776
2015-07-25T20:57:00-00:00,0.861880337,9.903792649,8.535884143,0.71068998
2015-07-25T21:00:00-00:00,0.858197058,12.10340712,10.38710838,0.864821233
2015-07-25T21:03:00-00:00,0.814957828,11.25311063,9.170810601,0.763553382
2015-07-25T21:06:00-00:00,0.787212339,11.50762535,9.058944665,0.754239525
2015-07-25T21:09:00-00:00,0.783706892,9.619389103,7.538781537,0.62767212
2015-07-25T21:12:00-00:00,0.819430753,11.74183012,9.621616696,0.801087089
2015-07-25T21:15:00-00:00,0.769712435,10.69233328,8.230021885,0.685224166
2015-07-25T21:18:00-00:00,0.780435127,11.22287785,8.758728099,0.729243766
2015-07-25T21:21:00-00:00,0.827982519,9.746852578,8.070223547,0.671919501
2015-07-25T21:24:00-00:00,0.82218739,9.446233577,7.766574131,0.646637925
2015-07-25T21:27:00-00:00,0.854439614,12.08466226,10.32561415,0.859701279
2015-07-25T21:30:00-00:00,0.805284255,11.28780559,9.089892121,0.756816182
2015-07-25T21:33:00-00:00,0.913379041,10.48376472,9.575650966,0.797260024
2015-07-25T21:36:00-00:00,0.873010914,10.44052692,9.114693951,0.75888116
2015-07-25T21:39:00-00:00,0.809936948,11.18643973,9.060310849,0.754353272
2015-07-25T21:42:00-00:00,0.777251435,10.07890702,7.83384494,0.652238832
2015-07-25T21:45:00-00:00,0.736558159,10.68184941,7.867803334,0.655066177
2015-07-25T21:48:00-00:00,0.979976134,10.7811236,10.56524382,0.879652628
2015-07-25T21:51:00-00:00,0.811974555,11.47026185,9.313560766,0.775438631
2015-07-25T21:54:00-00:00,0.806619131,11.34807028,9.153570589,0.762117994
2015-07-25T21:57:00-00:00,0.809175618,12.45025377,10.07444179,0.838788896
2015-07-25T22:00:00-00:00,0.858951751,10.60020886,9.105067958,0.758079709
2015-07-25T22:03:00-00:00,0.918893867,10.41831321,9.573324113,0.797066292
2015-07-25T22:06:00-00:00,0.802191752,10.26765694,8.236629713,0.685774327
2015-07-25T22:09:00-00:00,0.822312566,10.47823836,8.616387077,0.717392581
2015-07-25T22:12:00-00:00,0.843044912,11.31039636,9.5351721,0.79388979
2015-07-25T22:15:00-00:00,0.973359776,12.99194242,12.64583416,1.052880695
2015-07-25T22:45:00-00:00,1.88481995,13.83105488,26.06904818,2.170485332
2015-07-25T22:48:00-00:00,0.793153978,10.79978327,8.56589106,0.713188329
2015-07-25T22:51:00-00:00,0.882708535,10.93060732,9.64854038,0.80332873
2015-07-25T22:54:00-00:00,0.734778273,12.6496432,9.294682981,0.773866884
2015-07-25T22:57:00-00:00,0.835383596,10.12232407,8.456023482,0.704040854
2015-07-25T23:00:00-00:00,0.693016342,11.32179745,7.846190655,0.653266725
2015-07-25T23:03:00-00:00,0.836835125,11.42278526,9.558987931,0.795872674
2015-07-25T23:06:00-00:00,0.78213478,11.62141011,9.089509046,0.756784288
2015-07-25T23:09:00-00:00,0.764568552,12.45393979,9.521890711,0.792783994
2015-07-25T23:12:00-00:00,0.729815011,10.68368024,7.79711021,0.649180332
2015-07-25T23:15:00-00:00,0.79083998,13.06111097,10.32924874,0.860003892
2015-07-25T23:18:00-00:00,0.808054774,13.64417433,11.02524021,0.917951511
2015-07-25T23:21:00-00:00,0.731665574,11.184183,8.183081681,0.681315967
2015-07-25T23:24:00-00:00,0.899411009,11.98113437,10.77596416,0.897197013
2015-07-25T23:27:00-00:00,0.782744125,12.31504761,9.639531165,0.802578631
2015-07-25T23:30:00-00:00,0.898937648,11.94931284,10.74168718,0.894343142
2015-07-25T23:33:00-00:00,0.873066654,12.64043341,11.0359409,0.91884244
2015-07-25T23:36:00-00:00,0.833627799,11.45103389,9.545900169,0.794782999
2015-07-25T23:39:00-00:00,0.763733334,13.86432967,10.58865072,0.881601465
2015-07-25T23:42:00-00:00,0.76338681,13.25746924,10.12057714,0.842630083
2015-07-25T23:45:00-00:00,0.834553143,13.08626845,10.92118646,0.90928809
2015-07-25T23:48:00-00:00,0.890890031,12.99284057,11.57519214,0.96374001
2015-07-25T23:51:00-00:00,0.720855252,14.56855037,10.50181604,0.874371689
2015-07-25T23:54:00-00:00,0.744837609,12.56014327,9.355267081,0.778911061
2015-07-26T00:00:00-00:00,0.827892122,14.16225566,11.72481989,0.976197881
2015-07-26T00:03:00-00:00,0.818960222,13.92186178,11.40145101,0.949274481
2015-07-26T00:06:00-00:00,0.683356225,12.20279137,8.338853437,0.694285382
2015-07-26T00:09:00-00:00,0.802827359,13.95955675,11.20711409,0.933094165
2015-07-26T00:12:00-00:00,0.692556728,14.28302205,9.891803018,0.823582557
2015-07-26T00:15:00-00:00,0.690111583,12.7972256,8.83151361,0.735303822
2015-07-26T00:18:00-00:00,0.862130188,13.17633045,11.35971224,0.945799349
2015-07-26T00:21:00-00:00,4.751673267,15.4549157,73.4367098,6.114273922
2015-07-26T00:24:00-00:00,0.746863391,15.74070346,11.75615516,0.978806827
2015-07-26T00:27:00-00:00,0.749513624,14.18317045,10.63047949,0.885084091
2015-07-26T00:30:00-00:00,0.758036137,11.18664166,8.479878629,0.706027012
2015-07-26T00:33:00-00:00,0.85668419,14.60062284,12.50812275,1.041414967
2015-07-26T00:36:00-00:00,0.767575665,13.88669127,10.65908629,0.887465867
